reference	GSL5	GSL10	GSL15	GSL20	GSL25	GSL30	GSL35	GSL40	GSL45	GSL50	GSL55	GSL60	GSL65	GSL70	GSL75	GSL80	GSL85	GSL90	GSL95	GSL100	GSL105	GSL110	GSL115	GSL120	GSL125	GSL130	GSL135	GSL140	GSL145	GSL150	GSL155	GSL160	GSL165	GSL170	GSL175	GSL180	GSL185	GSL190	GSL195	GSL200	GSL205	GSL210	GSL215	GSL220	GSL225	GSL230	GSL235	GSL240	GSL245	GSL250	GSL255	GSL260	GSL265	GSL270	GSL275	GSL280	GSL285	GSL290	GSL295	GSL315	GSL320	GSL325	GSL330	GSL335	GSL340	GSL345	GSL350	GSL355																																																																					
Time	Area																																																																																																																																								
				33.846	1610					31.444	3026			29.399	2617			31.366	2391	31.758	1616					32.062	29104									25.168	12788			30.648	73491			34.167	10897	33.83	1263			32.964	72246	34.012	11168	31.758	3930	26.211	36389					27.736	19237																									32.798	3889									28.55	4744													33.691	449																								
				34.023	5769					31.559	1370			29.548	363			31.422	3880	31.903	1104					32.134	5186									25.246	861			30.778	14140			34.449	6340	34.008	7462			33.278	3704	34.201	6002	31.928	1896	26.364	86667					27.99	885																									32.931	16615									28.61	124767													33.803	3763																								
				34.212	4205					31.641	746			29.692	4930			31.55	2669	32.067	55593					32.309	16621									25.349	183539			30.879	1760			35.33	31881	34.192	4239			33.418	7399	34.452	1904	32.067	35543	26.478	1513					28.056	263																									33.043	3629									28.809	2375													33.977	12044																								
				34.471	4478					31.716	1676			29.833	32683			31.694	1407	32.309	22952					32.784	351									25.396	31498			30.948	3117			35.683	16920	34.44	1845			33.635	4943	34.87	933	32.145	6436	26.568	5306					28.152	337																									33.107	16984									28.878	1443													34.158	5630																								
				35.103	1287					31.773	1328			29.933	5751			31.755	889	32.773	432					32.845	2785									25.471	1588			31	2698					35.077	1493			33.724	1951	35.089	2374	32.265	218	26.657	194					28.19	957																									33.235	1370									28.928	1892													34.412	3078																								
				35.356	22365					31.917	1486			30.001	360			31.92	4291	32.844	1308					32.952	17685									25.56	2478			31.096	4771					35.131	1338			33.841	8510	35.138	1922	32.344	15956	26.702	2353					28.274	4557																									33.375	875									28.967	1541													34.82	983																								
				35.704	22907					32.081	43258			30.055	866			32.062	25294	32.952	27597					33.095	2315									25.627	43707			31.196	32257					35.336	24046			34.012	14423	35.272	3820	32.437	2359	26.789	14420					28.368	253																									33.433	687									29.038	1486													35.037	1710																								
				36.937	4236					32.325	23883			30.149	320			32.135	5768	33.094	528					33.155	16027									25.662	34175			31.295	14728					35.473	717			34.226	18005	35.342	25038	32.847	5571	26.894	1073					28.457	57841																									33.786	2235									29.105	291													35.096	1669																								
										32.795	1744			30.207	2722			32.31	12153	33.157	12457					33.402	2404									25.818	11444			31.36	2953					35.683	23935			34.468	6315	35.689	30453	32.974	19256	26.933	1444					28.559	3860																									33.959	13176									29.15	36068													35.296	40673																								
										32.865	1637			30.315	2701			32.785	1251	33.289	727					33.618	522									25.907	1411			31.426	6028									34.865	1682	36.958	4046	33.098	5192	26.991	47118					28.627	131989																									34.143	5871									29.27	15189													35.644	16288																								
										32.972	39267			30.421	1124			32.846	555	33.406	3435					33.835	1478									26.001	2275			31.552	3997									35.085	3558			33.161	14551	27.078	1781					28.825	1047																									34.389	2859									29.327	6367																																						
										33.114	1707			30.474	133			32.953	15610	33.619	1542					34.009	7137									26.134	2358			31.621	1255									35.141	2719			33.28	2856	27.168	350					28.902	921																									35.271	29352									29.375	19951																																						
										33.18	7186			30.551	4417			33.097	2828	33.836	2938					34.198	5493									26.209	37715			31.708	2285									35.338	50605			33.42	4533	27.226	2160					28.953	1620																									35.408	1092									29.447	13323																																						
										33.422	4501			30.65	25969			33.156	11818	34.014	8835					34.459	4878									26.362	79286			31.752	4464									35.683	11679			33.844	1942	27.323	377					29.05	993																									35.619	25385									29.49	5496																																						
										33.64	2292			30.789	5470			33.397	1377	34.202	6390					35.337	31546									26.481	825			31.917	4721									36.948	6809			34.017	8925	27.365	563					29.12	326																																			29.514	3759																																						
										33.861	4255			30.897	921			33.842	893	34.457	5725					35.465	1262									26.566	4353			32.062	49347									38.278	1812			34.204	6670	27.466	2567					29.166	10568																																			29.531	6950																																						
										34.036	8111			30.956	1111			34.013	6443	35.338	28751					35.683	30344									26.7	1942			32.134	22530													34.453	1699	27.549	1332					29.281	2129																																			29.577	12726																																						
										34.226	9000			31.106	2825			34.109	483	35.688	22091					36.943	4235									26.786	14361			32.311	43958													34.509	182	27.598	4064					29.34	119																																			29.658	31812																																						
										34.484	6265			31.2	37055			34.211	9272	36.929	4627					38.289	1155									26.894	986			32.428	2993													35.094	2192	27.745	23539					29.387	3598																																			29.801	91763																																						
										35.368	31686			31.3	4818			34.464	3326																	26.93	1238			32.716	205													35.14	1608	27.858	1769					29.539	508																																			29.896	23139																																						
										35.63	1000			31.378	1227			34.659	11260																	26.989	51086			32.786	2089													35.342	28901	27.903	516					29.598	518																																			30.024	16114																																						
										35.72	24211			31.439	3681			34.84	636																	27.076	1414			32.838	2290													35.487	2948	27.994	1577					29.674	6887																																			30.109	9020																																						
										36.958	9835			31.553	10886			35.344	28791																	27.136	1236			32.958	45885													35.689	25544	28.068	1232					29.816	48271																																			30.17	10928																																						
										38.331	1100			31.632	1799			35.484	1738																	27.224	2230			33.09	16488													36.981	3123	28.12	391					29.914	5314																																			30.271	17898																																						
														31.711	4501			35.699	158862																	27.26	577			33.148	2473													38.295	825	28.165	973					30.038	1288																																			30.388	8982																																						
														31.764	5886			36.243	933																	27.311	1880			33.266	2332													38.758	860	28.203	1554					30.12	578																																			30.514	27382																																						
														31.906	6317			37.489	2281																	27.369	562			33.405	5826															28.284	8121					30.167	2758																																			30.586	1972																																						
														32.067	17787			39.683	934																	27.428	666			33.621	2349															28.38	482					30.289	3591																																			30.636	36040																																						
														32.141	3633																					27.464	2223			33.716	665															28.469	97618					30.405	1403																																			30.749	23129																																						
														32.317	29131																					27.514	272			33.832	5109															28.581	1331					30.529	11373																																			30.844	5869																																						
														32.445	617																					27.545	775			34.003	10265															28.644	461064					30.646	13445																																			30.926	6371																																						
														32.782	1526																					27.596	5228			34.104	379															28.837	2000					30.767	7298																																			30.97	3042																																						
														32.855	1829																					27.743	27659			34.197	25694															28.962	6647					30.87	617																																			31.068	9324																																						
														32.957	20316																					27.852	198			34.462	7620															28.999	2541					30.939	1603																																			31.187	11040																																						
														33.102	979																					27.902	378			34.85	1810															29.063	7578					30.988	2579																																			31.263	22582																																						
														33.165	12688																					27.993	1458			35.331	33453															29.179	31712					31.081	4139																																			31.328	4036																																						
														33.415	1382																					28.162	1230			35.47	10863															29.299	16256					31.191	17414																																			31.386	7249																																						
														33.633	10316																					28.198	2056			35.68	25885															29.357	7666					31.278	16388																																			31.506	3872																																						
														33.721	2013																					28.281	9281			36.961	15597															29.417	17572					31.35	3047																																			31.592	1397																																						
														33.831	2897																					28.379	1353			37.495	1722															29.483	8304					31.403	5412																																			31.721	1547																																						
														34.018	5394																					28.469	98677			38.282	984															29.549	17686					31.529	4494																																			31.884	2087																																						
														34.164	15229																					28.581	6532			38.741	5718															29.612	5154					31.608	1815																																			32.03	57083																																						
														34.467	5408																					28.642	555120			40.839	3100															29.685	36183					31.904	6236																																			32.099	15783																																						
														35.353	34900																					28.735	337																			29.83	107260					32.047	36891																																			32.221	281																																						
														35.703	27687																					28.835	2212																			29.922	11220					32.119	16202																																			32.305	7205																																						
														36.946	2286																					28.926	4761																			29.957	10370					32.316	11310																																			32.804	6627																																						
														38.302	1150																					28.968	3806																			30.051	12147					32.414	1989																																			32.928	17359																																						
																																				29.062	4378																			30.139	6111					32.77	2327																																			33.048	14478																																						
																																				29.132	2458																			30.201	4927					32.821	4984																																			33.106	9914																																						
																																				29.176	17409																			30.244	1346					32.952	15162																																			33.224	1637																																						
																																				29.25	6541																			30.301	11127					33.072	18148																																			33.789	1294																																						
																																				29.282	9158																			30.418	6886					33.132	16406																																			33.958	11436																																						
																																				29.354	2771																			30.544	13128					33.256	1673																																			34.141	13306																																						
																																				29.395	11352																			30.612	1709					33.383	1415																																			34.286	147																																						
																																				29.493	4673																			30.662	20209					33.814	771																																			34.389	3306																																						
																																				29.544	14628																			30.781	13890					33.986	9497																																			35.071	5434																																						
																																				29.683	21508																			30.886	3245					34.171	23746																																			35.275	49485																																						
																																				29.827	101432																			30.952	4277					34.416	2631																																			35.414	6153																																						
																																				29.948	36937																			31.1	9536					35.102	4842																																			35.618	37552																																						
																																				30.051	15705																			31.205	30909					35.305	39222																																			36.891	5105																																						
																																				30.137	13277																			31.282	15930					35.441	15947																																			38.187	1356																																						
																																				30.2	4524																			31.364	3890					35.649	35472																																																																										
																																				30.233	2920																			31.434	7358					36.933	15458																																																																										
																																				30.301	43319																			31.559	34504					37.448	2028																																																																										
																																				30.415	8042																			31.746	11560					38.234	1999																																																																										
																																				30.452	4290																			31.917	9119					38.694	9048																																																																										
																																				30.549	87264																			32.066	40617					39.616	1558																																																																										
																																				30.683	34929																			32.141	7370					40.783	5070																																																																										
																																				30.782	36940																			32.275	1031																																																																																
																																				30.95	38589																			32.332	14081																																																																																
																																				31.095	19533																			32.433	3400																																																																																
																																				31.201	30745																			32.547	408																																																																																
																																				31.287	18626																			32.797	2771																																																																																
																																				31.363	8836																			32.845	10346																																																																																
																																				31.43	10450																			32.966	20191																																																																																
																																				31.552	13880																			33.096	4683																																																																																
																																				31.622	8032																			33.158	55094																																																																																
																																				31.709	4506																			33.288	4685																																																																																
																																				31.755	5567																			33.409	3936																																																																																
																																				31.913	8026																			33.841	2210																																																																																
																																				32.124	492657																			34.012	9816																																																																																
																																				32.271	2165																			34.132	320																																																																																
																																				32.35	10854																			34.198	6610																																																																																
																																				32.433	14352																			34.438	2446																																																																																
																																				32.544	622																			34.87	840																																																																																
																																				32.585	397																			35.092	4024																																																																																
																																				32.717	694																			35.14	4889																																																																																
																																				32.844	13558																			35.341	76407																																																																																
																																				32.973	53144																			35.485	2780																																																																																
																																				33.156	53025																			35.69	70557																																																																																
																																				33.257	2230																			36.916	908																																																																																
																																				33.292	3784																			36.975	2257																																																																																
																																				33.426	11770																			37.044	439																																																																																
																																				33.829	2237																			37.332	498																																																																																
																																				34.02	98255																			38.288	2827																																																																																
																																				34.194	46075																																																																																																				
																																				34.449	18218																																																																																																				
																																				34.857	1773																																																																																																				
																																				35.081	2918																																																																																																				
																																				35.126	4934																																																																																																				
																																				35.335	72517																																																																																																				
																																				35.474	3640																																																																																																				
																																				35.682	69691																																																																																																				
																																				35.874	746																																																																																																				
																																				35.921	264																																																																																																				
																																				36.312	740																																																																																																				
																																				36.789	4250																																																																																																				
																																				36.876	589																																																																																																				
																																				36.941	2875																																																																																																				
																																				37.322	1192																																																																																																				
																																				38.275	2905																																																																																																				
																																				38.489	2418																																																																																																				
																																				38.745	2497																																																																																																				
																																				38.955	3121																																																																																																				
																																				39.662	3383																																																																																																				
																																				41.841	2880																																																																																																				
